1	0.0000000000000000e+00	5.1500000000000012e+00	5.1999999999999907e-02	4.0204962928798105e-02	2.1356351463075391e+00	-1.2808027071161701e+00	3.0835938808990173e+00
2	0.0000000000000000e+00	8.7500000000000018e+00	1.0000000000000010e-01	7.7416597961064204e-02	2.9250437080825407e+00	2.7997327502096732e+00	6.4870283365256842e-01
3	0.0000000000000000e+00	1.9300000000000011e+01	5.3999999999999902e-02	1.1189326167621434e-01	6.0826914191308763e+00	2.8797425979944515e+00	4.8567120854258450e+00
4	0.0000000000000000e+00	2.5500000000000000e+01	5.5000000000000084e-02	1.0262299055827337e-01	5.2412524003143410e+00	1.3267285167628640e+00	8.6799140939181729e-01
1	6.2832167230754589e+04	5.1493301567108158e+00	2.4445776473859909e-02	5.2932427300496937e-02	2.6725060433289762e+00	-2.3514342651007270e+00	3.2998260113884679e+00
2	6.2832167230754589e+04	8.7623951233977149e+00	1.2416254358151137e-01	5.5308752949948900e-02	3.0828090213199122e-01	4.0656883520180925e-01	4.9017428883624010e+00
3	6.2832167230754589e+04	1.9291752408070163e+01	4.7555119725970277e-02	1.1830849296123341e-01	2.9635945700260979e-01	2.7415015728068219e+00	4.2259036064620252e+00
4	6.2832167230754589e+04	2.5644872799852688e+01	5.4327143802020895e-02	9.7340756435319892e-02	5.5464644467121005e+00	1.2520028169650237e+00	2.4541664103173382e+00
1	1.2566402030186585e+05	5.1493815908664864e+00	6.5963572950647753e-02	2.1582352244869551e-02	3.8940738943773963e+00	2.8210028421077351e+00	2.8864290222448687e+00
2	1.2566402030186585e+05	8.7611837451858481e+00	7.9792700222722571e-02	9.4372075757950105e-02	3.5846816483516144e+00	-1.5232977090222752e+00	3.3803622007703602e+00
3	1.2566402030186585e+05	1.9281867666624706e+01	4.2868807098743668e-02	1.2193026908478295e-01	8.8652559297498534e-01	2.5734576991682787e+00	3.5421251354163443e+00
4	1.2566402030186585e+05	2.5649319899119700e+01	5.9326940601467121e-02	9.2257969179791385e-02	5.7911563500222272e+00	1.1738921643986997e+00	3.9188979030940327e+00
1	1.8849555921637162e+05	5.1488748610456865e+00	8.1681849790532474e-02	2.8960965159374838e-02	2.2404975669697968e+00	-1.0348597733739251e+00	1.8524167898343666e+00
2	1.8849555921637162e+05	8.7650187398612847e+00	2.7362552595427584e-02	9.0044643818544434e-02	1.3552953690420502e+00	-2.9874999394755113e+00	5.1966994210695727e-01
3	1.8849555921637162e+05	1.9263665575088353e+01	4.3475834061949686e-02	1.2244712527331457e-01	1.3744047229354805e+00	2.4235882034373679e+00	2.9663313198926695e+00
4	1.8849555921637162e+05	2.5542948234655828e+01	6.4842458670111638e-02	8.6295674557087004e-02	6.0683894106717862e+00	1.1011029911823662e+00	5.3976180278460024e+00
1	2.5132741229039326e+05	5.1492926833209012e+00	5.9477519475478177e-02	5.6076306011762000e-02	4.0444367842691502e+00	-2.0901942573468593e+00	6.5931879203701094e-01
2	2.5132741229039326e+05	8.7611516832735798e+00	9.1233138287535209e-02	4.9400508648926429e-02	5.5298456560918394e+00	1.2129740373553433e+00	4.2026107794782099e+00
3	2.5132741229039326e+05	1.9253689809250389e+01	4.4370580620701185e-02	1.2543095329255352e-01	1.8381089684788066e+00	2.2832228642528265e+00	2.4490846191576114e+00
4	2.5132741229039326e+05	2.5719510045367940e+01	6.9705667258878917e-02	7.9498481572435858e-02	2.4389318452113784e-03	1.0451207095331909e+00	7.2398201012371111e-01
1	3.1415926536441490e+05	5.1496357982895153e+00	2.3123525196433594e-02	3.6681389051959890e-02	4.7647261135589218e+00	-3.1052719683008609e+00	5.6628874450719646e-01
2	3.1415926536441490e+05	8.7554245143924554e+00	1.2672550728265189e-01	8.5331709536208278e-02	2.8932471582915902e+00	-1.1250380696681455e+00	2.7989099948845473e+00
3	3.1415926536441490e+05	1.9271229939947684e+01	4.3640443634270255e-02	1.3038875219853410e-01	2.3613007327224320e+00	2.1142183882218371e+00	1.8938758121018564e+00
4	3.1415926536441490e+05	2.5714147512918853e+01	6.7241983205214503e-02	7.3471145478587643e-02	1.8514670650482756e-01	9.9249645680217347e-01	2.1668341671210918e+00
1	3.7699111843843653e+05	5.1499072098623175e+00	5.9098419882902771e-02	1.3955773717443000e-02	2.3296229941393047e+00	-8.0884579538846924e-01	3.9225247185320278e-01
2	3.7699111843843653e+05	8.7511940862835189e+00	9.0098618643542766e-02	1.0215453062614652e-01	5.6150868886327716e+00	-2.5822486991801066e+00	1.2460974932514901e+00
3	3.7699111843843653e+05	1.9297580906885020e+01	3.9803895570290335e-02	1.3150924109960507e-01	2.9175114204858854e+00	1.9490535974312966e+00	1.2313380157820912e+00
4	3.7699111843843653e+05	2.5533784987160697e+01	6.6837676199645632e-02	6.7576453216873889e-02	3.4471168738457436e-01	9.2842958487069349e-01	3.4162021708552976e+00
1	4.3982297151245817e+05	5.1505524190219667e+00	7.8911566457714868e-02	5.4490488886100939e-02	4.1506357633042565e+00	-1.8560615101299476e+00	5.3806988626487584e+00
2	4.3982297151245817e+05	8.7439583624310675e+00	2.5720482167603385e-02	6.0115315690891326e-02	3.1687106282836721e+00	2.0148415261458918e+00	4.9001061584910843e+00
3	4.3982297151245817e+05	1.9302611272746482e+01	4.3560037941275803e-02	1.3287090165182389e-01	3.5247312683560081e+00	1.8088414440991314e+00	3.8027757636626180e-01
4	4.3982297151245817e+05	2.5603400775631172e+01	6.4188984550471118e-02	6.0933673499719544e-02	5.8467600368231665e-01	8.8008801468416564e-01	4.5584353398468593e+00
