1	0.0000000000000000e+00	5.1499999999999995e+00	5.1999999999999845e-02	4.0204962928798105e-02	2.8719328616015503e+00	2.8449945030798105e+00	4.9768840139427324e+00
2	0.0000000000000000e+00	8.7500000000000000e+00	9.9999999999999978e-02	7.7416597961064204e-02	5.3812527414458113e+00	-1.9797475545913692e+00	1.2762290259439153e+00
3	0.0000000000000000e+00	1.8600000000000001e+01	5.9999999999999949e-02	1.1189326167621434e-01	3.1400365950404083e+00	-1.4719868324835867e+00	4.2440177306439715e+00
4	0.0000000000000000e+00	2.3700000000000006e+01	5.9999999999999942e-02	1.0262299055827337e-01	2.2008624427710899e+00	1.8062303848308325e-01	1.5709163312128895e+00
1	6.2832167230754589e+04	5.1479394575828250e+00	1.3876733957665774e-02	2.6329688902097116e-02	4.0589770919597203e+00	-2.1906540135233517e+00	4.5285038173845891e+00
2	6.2832167230754589e+04	8.7431061406128183e+00	1.2470306550725981e-01	9.0451490541535146e-02	2.2630530461251848e+00	2.9429712913938859e+00	2.1023203471382903e+00
3	6.2832167230754589e+04	1.8678557301444521e+01	6.1019613042951039e-02	1.0985570264165642e-01	3.3852514843293506e+00	-1.6404491009786581e+00	4.3929139345422783e+00
4	6.2832167230754589e+04	2.3704180075546464e+01	6.3217355469700795e-02	1.0901918270081641e-01	2.1792011546754466e+00	5.1229293027528058e-02	4.7691817658525055e+00
1	1.2566402030186585e+05	5.1474659925713633e+00	5.0287614806257534e-02	5.9415981633658584e-02	1.1252823785624351e+00	-2.7695435203752305e+00	3.5944758074413854e+00
2	1.2566402030186585e+05	8.7273926964900923e+00	9.9585036762318460e-02	2.6713586950531221e-02	6.0972489679724520e+00	8.5769487857967275e-01	2.8469476316716076e+00
3	1.2566402030186585e+05	1.8568134529040357e+01	6.2307261559185118e-02	1.0473330142586260e-01	3.8712653464611066e+00	-1.8431403568775862e+00	4.3509632394751598e+00
4	1.2566402030186585e+05	2.3544506043664175e+01	6.4286284845827130e-02	1.1495721986166428e-01	2.4377554423345096e+00	-7.2259212984238166e-02	1.8098058900804297e+00
1	1.8849555921637162e+05	5.1482383049509401e+00	6.4579655067385999e-02	3.6144005175911570e-02	3.2808384298369124e+00	2.7552458236360016e+00	4.0747039308494770e+00
2	1.8849555921637162e+05	8.7098093710744884e+00	7.6975769635142813e-02	7.8183024896247802e-02	5.1575039761081793e+00	-2.0642135390349137e+00	2.7835667087471379e+00
3	1.8849555921637162e+05	1.8547059131976400e+01	5.6690947090687047e-02	9.7845804249335686e-02	4.1806766715128720e+00	-2.0178876640028447e+00	4.4143799969625785e+00
4	1.8849555921637162e+05	2.3496089604782856e+01	6.3592700792752047e-02	1.2127336913979909e-01	2.6025014888311482e+00	-1.8317062324164715e-01	4.6350926470410121e+00
1	2.5132741229039326e+05	5.1505609652061386e+00	3.3345295696145319e-02	2.7011375336019279e-02	3.2993995916909076e+00	-2.1583515490845011e+00	4.5972405283178297e+00
2	2.5132741229039326e+05	8.6764582109407176e+00	1.1262314418916340e-01	8.7088522990079367e-02	2.4444800960821329e+00	2.8348081581747522e+00	3.1582332560753410e+00
3	2.5132741229039326e+05	1.8642228489325618e+01	5.6059811154659620e-02	9.3017312324250132e-02	4.3931914380652772e+00	-2.1797820009609699e+00	4.4551848673655652e+00
