1	0.0000000000000000e+00	6.0000000000000000e+00	2.0000000000000004e-01	1.7453292519943317e-01	8.7266462599716466e-01	5.2359877559829870e-01	4.1887902047863896e+00
2	0.0000000000000000e+00	2.2999999999999986e+01	9.9999999999999936e-02	3.4906585039886578e-01	4.5378560551852605e+00	-1.2740903539558606e+00	4.8345620280242922e+00
1	6.2832167230754589e+04	6.0000044343972752e+00	1.9999657672034135e-01	1.7555193487882792e-01	8.8042998757072777e-01	5.1969661840097103e-01	3.0002906258773692e+00
2	6.2832167230754589e+04	2.3140520871030724e+01	1.0049058128451405e-01	3.4385318772811790e-01	4.6176265015192755e+00	-1.3043543110401348e+00	1.5891006939817451e+00
1	1.2566402030186585e+05	5.9999939399330859e+00	2.0000971762615807e-01	1.7654174092516020e-01	8.8839220477084613e-01	5.1561489368720670e-01	1.6876548967880645e+00
2	1.2566402030186585e+05	2.3041273086240412e+01	9.9562257479693106e-02	3.4006433523270979e-01	4.6316586324700815e+00	-1.3348407012840331e+00	3.9450736756792875e+00
1	1.8849555921637162e+05	5.9999994903743161e+00	2.0004873596740588e-01	1.7750673830788380e-01	8.9651539376637679e-01	5.1137618461148759e-01	5.7065199496186327e+00
2	1.8849555921637162e+05	2.2961307413165191e+01	9.3903841803491969e-02	3.3599612188195238e-01	4.6823136585327099e+00	-1.3681869317644295e+00	5.7046273072716769e-01
1	2.5132741229039326e+05	5.9999902164777259e+00	2.0010261594645840e-01	1.7844164784418204e-01	9.0486268866207364e-01	5.0697847844731969e-01	3.9341126732857159e+00
2	2.5132741229039326e+05	2.3109264915092613e+01	9.2193261513634370e-02	3.3092268331501667e-01	4.7755150567167313e+00	-1.3987559327955663e+00	3.1040740468473089e+00
1	3.1415926536441490e+05	5.9999824711814105e+00	2.0018086184643352e-01	1.7934898994164691e-01	9.1330677989516218e-01	5.0243396253594186e-01	2.7710253018468372e+00
2	3.1415926536441490e+05	2.3102588503052289e+01	9.5808486933266337e-02	3.2658163418805414e-01	4.8196395729205666e+00	-1.4275337939663975e+00	5.6685673228050426e+00
1	3.7699111843843653e+05	6.0000017135007289e+00	2.0027770862746350e-01	1.8022899743722565e-01	9.2194203383604290e-01	4.9773083522651079e-01	1.3273145650042295e+00
2	3.7699111843843653e+05	2.2971087433392341e+01	9.4073855474328408e-02	3.2184764138537275e-01	4.8597972580078075e+00	-1.4605811454541060e+00	2.3122848233644238e+00
1	4.3982297151245817e+05	5.9999891011229014e+00	2.0039945518559971e-01	1.8107963405376551e-01	9.3063805035760261e-01	4.9290244185554788e-01	5.2780202858592133e+00
2	4.3982297151245817e+05	2.3090325217867139e+01	8.8806470920119576e-02	3.1617392733932759e-01	4.9308266151564943e+00	-1.4937857732557185e+00	4.6340772337965470e+00
1	5.0265482458647981e+05	6.0000135250214042e+00	2.0053813081280913e-01	1.8190160700914870e-01	9.3947622895311600e-01	4.8791539848301285e-01	3.6988861241343929e+00
2	5.0265482458647981e+05	2.3147414055192812e+01	8.9849130960863291e-02	3.1155113069123441e-01	5.0635947577230160e+00	-1.5258319823362643e+00	1.2888804979590311e+00
1	5.6548667766050145e+05	6.0000043850622138e+00	2.0069830620428319e-01	1.8269310874060402e-01	9.4839282367220346e-01	4.8279355394462886e-01	2.5484333709007641e+00
2	5.6548667766050145e+05	2.2995850530768855e+01	8.9906443832272753e-02	3.0752150926760646e-01	5.0972688398428687e+00	-1.5602629931038128e+00	3.7049476218715398e+00
1	6.2831853073452308e+05	5.9999882564572662e+00	2.0087488496653610e-01	1.8345379786929891e-01	9.5738366121229035e-01	4.7753955239065227e-01	9.4167854645735449e-01
2	6.2831853073452308e+05	2.3081353953908078e+01	8.8278489477190192e-02	3.0213877163907732e-01	5.1386277006579499e+00	-1.5940518825413499e+00	2.3666534905221681e-01
1	6.9115038380854472e+05	6.0000031581526825e+00	2.0107530875035468e-01	1.8418324121560278e-01	9.6652758820901852e-01	4.7214969797500739e-01	4.8978117459164086e+00
